index;action;size;isElectric;isDisabled;isSuccess;hour;smallFreeSpaces;mediumFreeSpaces;largeFreeSpaces
7858;0;1;1;0;1;13;1;0;0
7859;0;1;0;1;0;13;1;0;0
7860;1;0;0;1;1;13;1;0;0
7861;0;0;1;1;1;13;1;0;0
7862;0;0;1;1;1;13;0;0;0
7863;0;2;0;0;0;13;0;0;0
7864;1;1;1;0;1;13;0;0;0
7865;1;0;1;1;1;13;0;1;0
7866;1;1;1;0;1;13;1;1;0
7867;0;2;1;1;0;13;1;2;0
7868;1;1;1;0;1;13;1;2;0
7869;0;2;1;0;0;13;1;3;0
7870;1;0;0;0;1;13;1;3;0
7871;0;1;1;1;1;13;2;2;0
7872;0;1;0;0;1;13;2;1;0
7873;0;2;0;1;0;13;2;1;0
7874;0;1;0;0;1;13;2;0;0
7875;1;0;0;1;1;13;2;0;0
7876;1;0;0;0;1;13;3;0;0
7877;0;1;0;1;0;13;4;0;0
7878;0;2;1;1;0;13;4;0;0
7879;1;0;1;0;1;13;4;0;0
7880;0;2;0;1;0;13;5;0;0
7881;0;1;1;0;0;13;5;0;0
7882;1;0;1;1;1;13;5;0;0
7883;0;2;1;1;0;13;6;0;0
7884;0;2;0;0;0;13;6;0;0
7885;1;0;1;0;1;13;6;0;0
7886;0;2;0;0;0;13;7;0;0
7887;0;1;0;1;0;13;7;0;0
7888;1;2;1;0;1;13;7;0;0
7889;0;2;0;0;0;13;7;0;1
7890;1;0;0;1;1;13;7;0;1
7891;1;2;1;1;1;13;8;0;1
7892;0;1;1;1;1;13;8;0;1
7893;1;2;1;1;1;13;8;0;1
7894;0;2;1;1;1;13;8;0;1
7895;1;2;0;0;1;13;8;0;1
7896;1;2;1;0;1;13;8;0;2
7897;0;1;0;0;1;13;8;0;2
7898;0;2;0;1;1;13;8;0;1
7899;1;1;0;0;1;13;8;0;1
7900;0;2;1;0;1;13;8;0;1
7901;0;0;0;1;1;13;7;0;1
7902;1;2;1;1;1;13;7;0;1
7903;0;2;1;1;1;13;7;0;1
7904;1;1;1;1;1;13;7;0;1
7905;0;2;1;1;1;13;7;1;0
7906;0;2;0;0;0;13;7;1;0
7907;0;2;0;1;0;13;7;1;0
7908;0;0;1;0;1;13;6;1;0
7909;0;2;1;0;0;13;6;1;0
7910;1;1;0;0;1;13;6;1;0
7911;1;1;0;0;1;13;6;2;0
7912;0;1;1;1;1;13;6;2;0
7913;0;0;0;1;1;13;5;2;0
7914;0;2;0;1;0;13;5;2;0
7915;1;2;1;1;1;13;5;2;0
7916;0;2;0;1;1;13;5;2;0
7917;1;0;1;1;1;13;5;2;0
7918;0;1;1;0;1;13;5;1;1
7919;1;0;1;0;1;13;5;1;1
7920;0;0;0;1;1;13;5;1;1
7921;0;1;0;1;1;13;5;0;1
7922;1;1;1;1;1;13;5;0;1
7923;1;1;1;1;1;13;5;1;1
7924;0;2;0;0;1;13;5;2;0
7925;1;0;1;1;1;13;5;2;0
7926;0;1;0;0;1;13;6;1;0
7927;1;2;1;0;1;13;6;1;0
7928;0;0;1;1;1;13;5;1;1
7929;0;1;0;1;1;13;5;0;1
7930;0;0;0;0;1;13;4;0;1
7931;1;0;0;0;1;13;4;0;1
7932;0;2;1;1;1;13;5;0;0
7933;1;1;1;0;1;13;5;0;0
7934;0;1;1;0;1;13;5;0;0
7935;0;0;1;1;1;13;4;0;0
7936;0;0;1;0;1;13;3;0;0
7937;0;2;0;1;0;13;3;0;0
7938;0;2;0;1;0;13;3;0;0
7939;0;1;1;0;0;13;3;0;0
7940;1;1;0;1;1;13;3;0;0
7941;1;0;1;0;1;13;3;1;0
7942;0;2;1;1;1;13;3;1;0
7943;0;1;0;0;1;13;3;0;0
7944;1;1;0;1;1;13;3;0;0
7945;1;2;0;1;1;13;3;1;0
7946;1;0;1;1;1;13;3;1;1
7947;0;1;0;0;1;13;3;1;1
7948;0;1;0;0;1;13;3;0;1
7949;0;1;0;1;1;13;3;0;0
7950;1;1;1;1;1;13;3;0;0
7951;0;1;1;0;1;13;3;0;0
7952;0;1;1;1;0;13;3;0;0
7953;0;0;1;1;1;13;2;0;0
7954;1;2;1;1;1;13;2;0;0
7955;1;2;1;1;1;13;2;0;1
7956;0;0;0;1;1;13;1;0;2
7957;0;1;0;1;1;13;1;0;1
7958;1;0;1;1;1;13;1;0;1
7959;1;1;1;0;1;13;2;0;1
7960;0;2;1;1;1;13;2;1;0
7961;0;0;1;1;1;13;1;1;0
7962;0;1;1;0;1;13;1;0;0
7963;0;2;0;0;0;13;1;0;0
7964;0;2;1;1;0;13;1;0;0
7965;0;1;1;0;0;13;1;0;0
7966;0;0;1;1;1;13;0;0;0
7967;0;0;0;0;0;13;0;0;0
7968;0;0;0;1;0;13;0;0;0
7969;0;1;1;0;0;13;0;0;0
7970;0;1;0;1;0;13;0;0;0
7971;0;2;0;0;0;13;0;0;0
7972;0;1;0;0;0;13;0;0;0
7973;1;1;0;0;1;13;0;0;0
7974;1;0;1;1;1;13;0;1;0
7975;1;1;1;0;1;13;1;1;0
7976;0;2;1;0;0;13;1;2;0
7977;1;1;1;1;1;13;1;2;0
7978;1;2;1;1;1;13;1;3;0
7979;1;1;1;0;1;13;1;3;1
7980;0;1;0;1;1;13;1;2;2
7981;0;1;0;1;1;13;1;1;2
7982;0;0;0;0;1;13;0;1;2
7983;0;2;0;0;1;13;0;1;1
7984;0;1;1;1;1;13;0;1;0
7985;0;0;0;1;1;13;0;0;0
7986;0;0;1;1;0;13;0;0;0
7987;0;1;0;0;0;13;0;0;0
7988;0;1;0;0;0;13;0;0;0
7989;0;2;1;1;0;13;0;0;0
7990;1;0;1;1;1;13;0;0;0
7991;1;1;0;1;1;13;1;0;0
7992;0;1;1;0;1;13;1;0;0
7993;1;0;1;0;1;13;1;0;0
7994;0;2;1;0;0;13;2;0;0
7995;0;0;0;0;1;13;1;0;0
7996;1;1;1;1;1;13;1;0;0
7997;0;0;1;0;1;13;0;1;0
7998;0;2;1;0;0;13;0;1;0
7999;0;2;0;0;0;13;0;1;0
8000;0;1;1;0;1;13;0;0;0
8001;0;1;0;0;0;13;0;0;0
8002;0;0;0;1;0;13;0;0;0
8003;0;2;0;0;0;13;0;0;0
8004;1;2;1;0;1;13;0;0;0
8005;0;1;1;1;1;13;0;0;0
8006;0;1;1;0;0;13;0;0;0
8007;0;0;1;1;0;13;0;0;0
8008;0;0;0;1;0;13;0;0;0
8009;1;1;0;0;1;13;0;0;0
8010;0;0;0;1;1;13;0;0;0
8011;1;0;0;0;1;13;0;0;0
8012;0;1;0;1;0;13;1;0;0
8013;0;2;1;0;0;13;1;0;0
8014;0;2;0;1;0;13;1;0;0
8015;0;1;0;0;0;13;1;0;0
8016;0;2;1;0;0;13;1;0;0
8017;0;1;1;1;0;13;1;0;0
8018;0;2;0;1;0;13;1;0;0
8019;0;1;0;0;0;13;1;0;0
8020;0;2;1;0;0;13;1;0;0
8021;0;0;1;0;1;13;0;0;0
8022;0;1;0;0;0;13;0;0;0
8023;0;0;0;1;0;13;0;0;0
8024;0;1;0;0;0;13;0;0;0
8025;0;1;0;1;0;13;0;0;0
8026;0;2;0;0;0;13;0;0;0
8027;0;1;1;0;0;13;0;0;0
8028;1;2;1;1;1;13;0;0;0
8029;1;2;1;0;1;13;0;0;1
8030;0;2;0;1;1;13;0;0;1
8031;0;1;1;1;1;13;0;0;0
8032;0;2;1;0;0;13;0;0;0
8033;1;0;1;1;1;13;0;0;0
8034;0;2;0;0;0;13;1;0;0
8035;0;2;1;0;0;13;1;0;0
8036;0;1;1;0;0;13;1;0;0
8037;1;1;0;1;1;13;1;0;0
8038;1;1;1;0;1;13;1;1;0
8039;1;0;1;1;1;13;1;2;0
8040;0;0;0;1;1;13;1;2;0
8041;1;0;0;0;1;13;1;2;0
8042;1;2;1;1;1;13;1;3;0
8043;0;0;1;0;1;13;1;3;0
8044;0;1;0;1;1;13;1;2;0
8045;1;2;1;0;1;13;1;2;0
8046;1;1;0;0;1;13;1;2;1
8047;0;0;1;1;1;13;0;3;1
8048;0;2;1;0;1;13;0;3;0
8049;0;0;1;1;1;13;0;2;0
8050;0;0;0;1;1;13;0;1;0
8051;1;0;0;1;1;13;0;1;0
8052;0;0;0;1;1;13;0;1;0
8053;0;0;1;0;1;13;0;0;0
8054;0;1;0;0;0;13;0;0;0
8055;0;1;0;1;0;13;0;0;0
8056;0;2;0;1;0;13;0;0;0
8057;1;0;0;0;1;13;0;0;0
8058;0;2;1;1;0;13;1;0;0
8059;0;2;1;0;0;13;1;0;0
8060;1;0;0;1;1;13;1;0;0
8061;0;1;1;0;0;13;2;0;0
8062;0;0;1;0;1;13;1;0;0
8063;0;0;0;0;1;13;0;0;0
8064;0;2;0;0;0;13;0;0;0
8065;0;0;0;1;0;13;0;0;0
8066;0;2;0;1;0;13;0;0;0
8067;1;0;0;0;1;13;0;0;0
8068;1;0;1;0;1;13;0;1;0
8069;0;2;1;0;0;13;1;1;0
8070;0;1;0;0;1;13;1;0;0
8071;1;0;0;1;1;13;1;0;0
8072;0;0;1;1;1;13;1;0;0
8073;0;0;1;0;1;13;0;0;0
8074;1;1;0;1;1;13;0;0;0
8075;0;1;0;1;1;13;0;0;0
8076;0;2;1;1;0;13;0;0;0
8077;1;0;0;0;1;13;0;0;0
8078;0;1;0;1;0;13;1;0;0
8079;1;1;1;0;1;13;1;0;0
8080;1;0;1;0;1;13;1;0;1
8081;0;2;1;0;1;13;1;1;0
8082;1;0;1;0;1;13;1;1;0
8083;0;0;1;1;1;13;1;1;0
8084;0;1;0;0;1;13;1;0;0
8085;0;0;1;1;1;13;0;0;0
8086;1;0;0;1;1;13;0;0;0
8087;1;2;0;1;1;13;0;1;0
8088;0;1;1;0;1;13;0;0;1
8089;1;1;0;1;1;13;0;0;1
8090;1;0;0;0;1;13;0;1;1
8091;0;2;1;1;1;13;1;1;0
8092;1;0;0;1;1;13;1;1;0
8093;0;2;0;1;1;13;1;1;0
8094;1;1;0;0;1;13;1;1;0
8095;0;2;1;1;0;13;1;2;0
8096;0;1;1;1;1;13;1;1;0
8097;0;1;0;0;1;13;1;0;0
8098;0;1;1;1;0;13;1;0;0
8099;0;0;0;1;1;13;0;0;0
8100;1;1;1;0;1;13;0;0;0
8101;1;1;1;1;1;13;0;1;0
8102;1;0;1;1;1;13;0;2;0
8103;0;0;0;1;1;13;0;2;0
8104;0;2;1;1;0;13;0;2;0
8105;1;1;0;1;1;13;0;2;0
8106;1;1;0;1;1;13;0;3;0
8107;1;0;1;1;1;13;0;4;0
8108;1;1;0;0;1;13;1;4;0
8109;0;1;1;0;1;13;1;4;0
8110;0;1;0;1;1;13;1;3;0
8111;1;1;0;0;1;13;1;3;0
8112;1;0;0;1;1;13;1;4;0
8113;0;0;0;1;1;13;1;4;0
8114;0;0;0;1;1;13;0;4;0
8115;1;1;0;1;1;13;0;4;0
8116;0;0;0;0;1;13;0;4;0
8117;0;2;0;1;0;13;0;4;0
8118;0;1;1;1;1;13;0;3;0
8119;0;0;0;0;1;13;0;2;0
8120;1;1;0;0;1;13;0;2;0
8121;0;2;1;0;0;13;0;3;0
8122;0;2;1;1;0;13;0;3;0
8123;1;0;0;0;1;13;0;3;0
8124;0;2;0;0;0;13;1;3;0
8125;0;1;1;1;1;13;1;2;0
8126;1;0;0;1;1;13;1;2;0
8127;0;1;0;1;1;13;1;2;0
8128;0;2;1;0;0;13;1;2;0
8129;1;0;1;1;1;13;1;2;0
8130;0;1;0;0;1;13;1;1;1
8131;1;1;0;1;1;13;1;1;1
8132;0;2;1;1;1;13;1;2;0
8133;0;1;0;1;1;13;1;1;0
8134;1;2;0;1;1;13;1;1;0
8135;0;1;0;0;1;13;1;0;1
8136;0;2;0;0;1;13;1;0;0
8137;0;2;0;0;0;13;1;0;0
8138;0;2;0;1;0;13;1;0;0
8139;1;2;0;1;1;13;1;0;0
8140;1;1;1;1;1;13;1;0;1
8141;1;0;0;1;1;13;1;1;1
8142;1;1;1;1;1;13;2;1;1
8143;0;2;1;0;1;13;2;1;1
8144;0;1;1;0;1;13;2;0;1
8145;0;0;1;0;1;13;1;0;1
8146;1;0;0;0;1;13;1;0;1
8147;0;1;0;0;1;13;2;0;0
8148;1;1;0;1;1;13;2;0;0
8149;0;2;0;1;0;13;2;1;0
8150;0;1;1;0;1;13;2;0;0
8151;0;1;1;0;0;13;2;0;0
8152;0;1;1;1;0;13;2;0;0
8153;0;2;0;0;0;13;2;0;0
8154;1;0;1;1;1;13;2;0;0
8155;1;0;0;1;1;13;3;0;0
8156;0;0;1;0;1;13;3;0;0
8157;1;1;0;1;1;13;3;0;0
8158;1;2;0;0;1;13;3;1;0
8159;0;1;1;0;1;13;3;0;1
8160;0;1;0;0;1;13;3;0;0
8161;1;0;0;0;1;13;3;0;0
8162;0;0;0;0;1;13;2;1;0
8163;0;0;0;1;1;13;1;1;0
8164;0;2;0;0;0;13;1;1;0
8165;0;2;0;1;0;13;1;1;0
8166;0;1;1;1;1;13;1;0;0
8167;0;1;0;1;0;13;1;0;0
8168;1;2;1;0;1;13;1;0;0
8169;1;1;0;1;1;13;1;0;1
8170;0;1;0;0;1;13;1;0;1
8171;1;2;1;1;1;13;1;0;1
8172;0;2;0;1;1;13;1;0;1
8173;0;0;0;0;1;13;0;0;1
8174;0;2;0;1;1;13;0;0;0
8175;1;2;1;0;1;13;0;0;0
8176;0;1;1;0;1;13;0;0;0
8177;1;2;1;1;1;13;0;0;0
8178;0;1;0;1;1;13;0;0;0
8179;0;2;1;0;0;13;0;0;0
8180;0;2;1;0;0;13;0;0;0
8181;1;2;1;0;1;13;0;0;0
8182;0;2;1;1;1;13;0;0;0
8183;0;2;1;1;0;13;0;0;0
8184;1;1;0;1;1;13;0;0;0
8185;1;1;1;1;1;13;0;1;0
8186;0;2;0;1;0;13;0;2;0
8187;0;2;1;1;0;13;0;2;0
8188;0;2;1;1;0;13;0;2;0
8189;0;0;1;1;1;13;0;1;0
8190;0;2;1;1;0;13;0;1;0
8191;0;2;0;1;0;13;0;1;0
8192;0;1;1;0;1;13;0;0;0
8193;0;2;0;0;0;13;0;0;0
8194;0;1;0;1;0;13;0;0;0
8195;1;2;0;0;1;13;0;0;0
8196;1;1;1;0;1;13;0;0;1
8197;0;2;0;0;1;13;0;1;0
8198;1;0;1;0;1;13;0;1;0
8199;1;1;1;1;1;13;0;1;1
8200;0;1;1;1;1;13;0;1;1
8201;1;1;1;0;1;13;0;1;1
8202;0;2;0;0;1;13;0;2;0
8203;1;0;1;0;1;13;0;2;0
8204;1;0;0;1;1;13;1;2;0
8205;0;0;0;1;1;13;1;2;0
8206;0;0;0;1;1;13;0;2;0
8207;1;1;0;0;1;13;0;2;0
8208;1;0;1;0;1;13;0;3;0
8209;0;2;1;0;1;13;0;3;0
8210;0;2;1;1;0;13;0;3;0
8211;0;2;1;0;0;13;0;3;0
8212;0;2;0;0;0;13;0;3;0
8213;1;2;0;1;1;13;0;3;0
8214;0;2;1;1;1;13;0;3;0
8215;0;2;0;0;0;13;0;3;0
8216;0;1;1;0;1;13;0;2;0
8217;0;2;0;0;0;13;0;2;0
8218;1;1;0;1;1;13;0;2;0
8219;0;0;1;0;1;13;0;1;1
8220;1;0;1;1;1;13;0;1;1
8221;0;0;0;0;1;13;0;1;1
8222;0;1;1;1;1;13;0;1;0
8223;0;0;0;1;1;13;0;0;0
8224;0;1;1;0;0;13;0;0;0
8225;1;1;0;0;1;13;0;0;0
8226;0;2;1;0;0;13;0;1;0
8227;1;2;1;0;1;13;0;1;0
8228;0;1;0;1;1;13;0;0;1
8229;1;2;1;1;1;13;0;0;1
8230;1;0;0;1;1;13;0;0;2
8231;0;2;1;0;1;13;0;1;1
8232;0;2;0;1;1;14;0;1;0
8233;0;0;0;0;1;14;0;0;0
8234;1;2;0;1;1;14;0;0;0
8235;1;0;1;1;1;14;0;0;1
8236;0;2;1;0;1;14;1;0;0
8237;1;2;0;1;1;14;1;0;0
8238;0;2;0;0;1;14;1;0;0
8239;0;2;0;0;0;14;1;0;0
8240;1;2;0;1;1;14;1;0;0
8241;0;2;1;1;1;14;1;0;0
8242;0;1;0;0;0;14;1;0;0
8243;1;2;0;1;1;14;1;0;0
8244;1;1;1;1;1;14;1;0;1
8245;0;1;1;1;1;14;1;0;1
8246;1;1;0;0;1;14;1;0;1
8247;1;1;0;1;1;14;1;1;1
8248;1;0;1;1;1;14;1;2;1
8249;0;1;1;0;1;14;2;1;1
8250;0;1;0;1;1;14;2;0;1
8251;1;1;0;1;1;14;2;0;1
8252;0;1;0;0;1;14;2;0;1
8253;0;0;0;1;1;14;1;0;1
8254;0;1;0;1;1;14;1;0;0
8255;1;2;1;0;1;14;1;0;0
8256;0;0;0;1;1;14;0;0;1
8257;1;0;1;0;1;14;0;0;1
8258;1;2;1;1;1;14;1;0;1
8259;0;1;1;0;1;14;1;0;1
8260;1;1;0;0;1;14;1;0;1
8261;1;1;0;0;1;14;1;0;2
8262;0;2;0;0;1;14;1;1;1
8263;0;1;1;0;1;14;1;0;1
8264;0;0;1;0;1;14;0;0;1
8265;0;2;0;1;1;14;0;0;0
8266;1;0;1;0;1;14;0;0;0
8267;0;2;0;1;0;14;1;0;0
8268;0;1;1;1;0;14;1;0;0
8269;0;2;0;0;0;14;1;0;0
8270;0;0;0;1;1;14;0;0;0
8271;0;0;1;0;0;14;0;0;0
8272;1;2;1;0;1;14;0;0;0
8273;1;0;1;0;1;14;0;0;1
8274;1;0;0;0;1;14;1;0;1
8275;0;0;1;0;1;14;1;0;1
8276;0;1;1;1;1;14;1;0;0
8277;0;0;1;1;1;14;0;0;0
8278;0;2;0;1;0;14;0;0;0
8279;1;0;1;1;1;14;0;0;0
8280;1;0;0;0;1;14;1;0;0
8281;0;1;0;0;0;14;2;0;0
8282;1;2;1;1;1;14;2;0;0
8283;1;0;1;0;1;14;2;0;1
8284;0;1;0;1;1;14;3;0;0
8285;0;2;1;1;0;14;3;0;0
8286;0;2;0;0;0;14;3;0;0
8287;1;1;0;1;1;14;3;0;0
8288;1;2;0;0;1;14;3;1;0
8289;1;1;1;1;1;14;3;1;1
8290;0;0;1;1;1;14;3;1;1
8291;0;1;1;1;1;14;3;0;1
8292;1;0;1;1;1;14;3;0;1
8293;1;0;0;0;1;14;4;0;1
8294;0;0;0;0;1;14;4;0;1
8295;1;1;0;1;1;14;4;0;1
8296;0;2;0;0;1;14;4;1;0
8297;0;2;0;1;0;14;4;1;0
8298;0;2;0;0;0;14;4;1;0
8299;0;2;0;0;0;14;4;1;0
8300;1;0;1;1;1;14;4;1;0
8301;1;1;0;0;1;14;4;1;1
8302;0;1;0;1;1;14;4;1;1
8303;1;0;0;0;1;14;4;1;1
8304;0;0;0;0;1;14;4;1;1
8305;0;1;1;0;1;14;4;1;0
8306;1;0;1;0;1;14;4;1;0
8307;1;2;1;1;1;14;4;2;0
8308;1;2;0;0;1;14;4;2;1
8309;0;2;0;1;1;14;4;2;1
8310;1;0;1;1;1;14;4;2;1
8311;0;2;1;0;1;14;5;2;0
8312;1;1;1;1;1;14;5;2;0
8313;0;0;0;0;1;14;4;3;0
8314;1;1;1;0;1;14;4;3;0
8315;0;2;1;0;1;14;4;3;0
8316;0;0;1;0;1;14;3;3;0
8317;1;0;1;1;1;14;3;3;0
8318;1;1;1;0;1;14;3;3;1
8319;0;0;1;1;1;14;2;4;1
8320;1;1;1;0;1;14;2;4;1
8321;0;1;0;1;1;14;2;4;1
8322;1;1;1;1;1;14;2;4;1
8323;0;2;0;0;1;14;2;5;0
8324;0;0;0;0;1;14;1;5;0
8325;1;2;1;0;1;14;1;5;0
8326;1;0;1;0;1;14;1;5;1
8327;0;2;1;1;1;14;2;5;0
8328;0;0;0;1;1;14;1;5;0
8329;0;0;0;1;1;14;0;5;0
8330;0;1;1;1;1;14;0;4;0
8331;1;2;1;1;1;14;0;4;0
8332;0;1;0;1;1;14;0;3;1
8333;1;0;0;0;1;14;0;3;1
8334;1;2;1;1;1;14;1;3;1
8335;0;1;0;1;1;14;1;2;2
8336;0;0;0;0;1;14;0;2;2
8337;1;1;0;1;1;14;0;2;2
8338;1;2;1;0;1;14;0;3;2
8339;1;0;0;1;1;14;0;3;3
8340;1;2;0;1;1;14;1;3;3
8341;0;1;0;0;1;14;1;2;4
8342;0;0;1;1;1;14;1;2;3
8343;1;1;0;1;1;14;1;2;3
8344;1;1;0;0;1;14;1;3;3
8345;1;0;1;0;1;14;1;4;3
8346;1;0;0;1;1;14;2;4;3
8347;0;2;1;0;1;14;3;4;2
8348;1;1;1;1;1;14;3;4;2
8349;0;1;0;0;1;14;3;3;3
8350;1;0;0;0;1;14;3;3;3
8351;1;1;1;0;1;14;4;3;3
8352;1;0;0;0;1;14;4;4;3
8353;1;0;0;1;1;14;5;4;3
8354;0;0;1;0;1;14;5;4;3
8355;1;2;0;0;1;14;5;4;3
8356;0;2;1;1;1;14;5;4;3
8357;0;1;0;1;1;14;5;3;3
8358;1;0;1;0;1;14;5;3;3
8359;0;1;0;1;1;14;6;2;3
8360;1;0;0;0;1;14;6;2;3
8361;0;2;0;0;1;14;7;2;2
8362;0;1;0;1;1;14;7;1;2
8363;1;1;1;1;1;14;7;1;2
8364;0;1;1;0;1;14;7;0;3
8365;1;1;1;0;1;14;7;0;3
8366;0;2;1;1;1;14;7;1;2
8367;1;0;0;1;1;14;7;1;2
8368;1;1;1;1;1;14;8;1;2
8369;0;1;0;0;1;14;8;1;2
8370;0;0;0;0;1;14;7;1;2
8371;1;1;0;0;1;14;7;1;2
8372;0;1;0;0;1;14;7;0;3
8373;0;1;1;1;1;14;7;0;2
8374;0;1;0;0;1;14;7;0;1
8375;0;0;0;0;1;14;6;0;1
8376;1;1;1;0;1;14;6;0;1
8377;0;2;1;0;1;14;6;1;0
8378;0;0;0;1;1;14;5;1;0
8379;0;2;0;0;0;14;5;1;0
8380;0;2;0;0;0;14;5;1;0
8381;0;0;1;0;1;14;4;1;0
8382;0;2;1;1;0;14;4;1;0
8383;0;0;1;0;1;14;3;1;0
8384;0;2;1;1;0;14;3;1;0
8385;1;2;1;1;1;14;3;1;0
8386;1;0;0;0;1;14;3;1;1
8387;1;2;0;1;1;14;4;1;1
8388;0;2;1;1;1;14;4;1;1
8389;1;1;1;0;1;14;4;1;1
8390;0;1;0;1;1;14;4;1;1
8391;1;1;1;1;1;14;4;1;1
8392;0;2;1;1;1;14;4;2;0
8393;1;1;0;0;1;14;4;2;0
8394;1;0;1;0;1;14;4;3;0
8395;0;1;0;0;1;14;5;2;0
8396;0;0;0;0;1;14;4;2;0
8397;1;0;0;0;1;14;4;2;0
8398;1;0;0;0;1;14;5;2;0
8399;1;0;1;0;1;14;6;2;0
8400;1;0;0;0;1;14;6;2;1
8401;1;0;1;0;1;14;7;2;1
8402;0;1;0;0;1;14;8;1;1
8403;1;1;1;0;1;14;8;1;1
8404;0;0;0;1;1;14;7;2;1
8405;1;2;0;0;1;14;7;2;1
8406;0;2;1;1;1;14;7;2;1
8407;0;0;1;0;1;14;6;2;1
8408;0;1;0;1;1;14;6;1;1
8409;1;2;1;0;1;14;6;1;1
8410;1;1;0;1;1;14;6;1;2
8411;0;1;1;0;1;14;6;1;2
8412;0;0;0;1;1;14;5;1;2
8413;1;1;1;1;1;14;5;1;2
8414;1;1;0;0;1;14;5;2;2
8415;0;2;0;0;1;14;5;3;1
8416;0;0;0;0;1;14;4;3;1
8417;0;2;1;0;1;14;4;3;0
8418;1;0;1;1;1;14;4;3;0
8419;1;0;0;1;1;14;5;3;0
8420;0;0;1;1;1;14;5;3;0
8421;1;0;1;1;1;14;5;3;0
8422;0;1;1;1;1;14;6;2;0
8423;1;0;0;1;1;14;6;2;0
8424;0;1;0;1;1;14;7;1;0
8425;0;0;0;0;1;14;6;1;0
8426;1;0;0;1;1;14;6;1;0
8427;1;0;1;1;1;14;7;1;0
8428;0;1;0;1;1;14;8;0;0
8429;1;1;1;0;1;14;8;0;0
8430;1;0;0;0;1;14;8;1;0
8431;0;0;0;1;1;14;8;1;0
8432;0;1;0;0;1;14;8;0;0
8433;0;2;1;0;0;14;8;0;0
8434;1;0;0;1;1;14;8;0;0
8435;1;2;1;0;1;14;8;1;0
8436;0;2;0;0;0;14;8;1;1
8437;1;2;1;0;1;14;8;1;1
8438;1;2;1;0;1;14;8;1;2
8439;0;0;0;1;1;14;7;1;3
8440;0;0;1;1;1;14;7;1;2
8441;0;2;1;0;1;14;7;1;1
8442;0;2;1;1;1;14;7;1;0
8443;0;0;1;1;1;14;6;1;0
8444;0;2;1;0;0;14;6;1;0
8445;0;0;1;1;1;14;5;1;0
8446;0;0;1;1;1;14;4;1;0
8447;0;2;0;1;0;14;4;1;0
8448;1;0;1;1;1;14;4;1;0
8449;1;1;1;0;1;14;4;1;1
8450;0;1;1;1;1;14;4;1;1
8451;1;0;0;1;1;14;4;1;1
8452;0;2;0;0;1;14;5;1;0
8453;1;2;1;1;1;14;5;1;0
8454;1;1;1;0;1;14;5;1;1
8455;1;0;0;1;1;14;5;1;2
8456;0;0;1;0;1;14;6;1;1
8457;0;2;1;1;1;14;6;1;0
8458;1;0;1;0;1;14;6;1;0
8459;0;1;0;0;1;14;7;0;0
8460;0;2;1;0;0;14;7;0;0
8461;0;1;0;0;0;14;7;0;0
8462;0;2;0;1;0;14;7;0;0
8463;0;2;1;1;0;14;7;0;0
8464;1;1;1;0;1;14;7;0;0
8465;1;0;0;0;1;14;7;1;0
8466;0;0;0;1;1;14;7;1;0
8467;0;1;1;0;1;14;7;0;0
8468;1;2;0;0;1;14;7;0;0
8469;0;2;1;1;1;14;7;0;0
8470;0;2;0;0;0;14;7;0;0
8471;0;0;0;0;1;14;6;0;0
8472;0;0;1;0;1;14;5;0;0
8473;0;2;1;0;0;14;5;0;0
8474;0;2;1;0;0;14;5;0;0
8475;0;2;0;1;0;14;5;0;0
8476;0;1;0;1;0;14;5;0;0
8477;0;0;0;0;1;14;4;0;0
8478;0;2;1;1;0;14;4;0;0
8479;1;0;1;1;1;14;4;0;0
8480;0;1;0;1;0;14;5;0;0
8481;1;2;1;1;1;14;5;0;0
8482;0;0;1;1;1;14;4;0;1
8483;0;2;1;1;1;14;4;0;0
8484;0;1;0;1;0;14;4;0;0
8485;1;1;1;1;1;14;4;0;0
8486;0;1;0;0;1;14;4;0;0
8487;1;0;1;0;1;14;4;0;0
8488;0;0;0;1;1;14;4;0;0
8489;0;2;0;0;0;14;4;0;0
8490;0;2;1;0;0;14;4;0;0
8491;1;2;1;0;1;14;4;0;0
8492;0;2;0;1;1;14;4;0;0
8493;0;1;0;0;0;14;4;0;0
8494;0;2;1;1;0;14;4;0;0
8495;0;0;0;0;1;14;3;0;0
8496;0;0;0;1;1;14;2;0;0
8497;1;2;1;1;1;14;2;0;0
8498;1;2;1;1;1;14;2;0;1
8499;0;2;1;0;1;14;2;0;1
8500;1;2;1;1;1;14;2;0;1
8501;1;2;0;1;1;14;2;0;2
8502;1;0;1;0;1;14;2;0;3
8503;0;1;0;0;1;14;3;0;2
8504;0;1;1;0;1;14;3;0;1
8505;0;1;1;0;1;14;3;0;0
8506;1;0;1;1;1;14;3;0;0
8507;0;0;0;1;1;14;2;0;1
8508;1;2;0;1;1;14;2;0;1
8509;0;1;0;0;1;14;2;0;1
8510;1;0;0;0;1;14;2;0;1
8511;1;0;1;1;1;14;3;0;1
8512;1;1;1;0;1;14;4;0;1
8513;0;0;1;1;1;14;3;1;1
8514;1;1;0;1;1;14;3;1;1
8515;1;0;0;1;1;14;3;1;2
8516;1;1;0;0;1;14;4;1;2
8517;1;2;0;1;1;14;4;2;2
8518;1;2;0;0;1;14;4;2;3
8519;1;1;0;0;1;14;4;2;4
8520;0;2;0;1;1;14;4;3;3
